Key,en,es,ar,hi,fr
select Baby,Select Baby,Seleccionar bebé,حدد الطفل,बेबी का चयन करें,Sélectionnez Bébé
add Baby,Add Baby,Agregar bebé,أضف طفل,बेबी जोड़ें,Ajouter bébé
edit Schedule,Edit Schedule,Horario de edición,تحرير الجدول الزمني,शेड्यूल संपादित करें,Modifier le calendrier
edit Address,Edit Address,Editar dirección,تعديل العنوان,पता संपादित करें,Modifier l'adresse
nanny Bill,Nanny's Bill,Factura de la niñera,فاتورة مربية,नानी का बिल,Facture de nounou
payment Method,Payment Method,Método de pago,طريقة الدفع او السداد,भुगतान विधि,Mode de paiement
cash On Service,Cash On Service,Efectivo en servicio,النقد على الخدمة,कैश ऑन सेवा,Paiement au service
service Accepted,Service Accepted,Servicio aceptado,تم قبول الخدمة,सेवा स्वीकृत,Service accepté
wait For Nanny,Wait For Nanny,Espera a la niñera,انتظر مربية,नानी की प्रतीक्षा करें,Attends Nounou
make Payment,Make Payment,Hacer el pago,قم بالدفع,भुगतान करें,Effectuer le paiement
view Billing Information,View Billing Information,Ver información de facturación,عرض معلومات الفواتير,बिलिंग जानकारी देखें,Afficher les informations de facturation
hide Billing Information,Hide Billing Information,Ocultar información de facturación,إخفاء معلومات الفواتير,बिलिंग जानकारी छिपाएँ,Masquer les informations de facturation
service Cart,Service Cart,Carrito de servicio,عربة خدمة,सेवा गाड़ी,Chariot de service
my Baby And Pets,My Baby & Pets,Mi bebé y mascotas,طفلي والحيوانات الأليفة,मेरा बच्चा और पालतू जानवर,Mon bébé et mes animaux de compagnie
my Pets,My Pets,Mis mascotas,حيواناتي الأليفة,मेरा पालतू जानवर,Mes animaux
add Pet,Add Pet,Agregar mascota,إضافة حيوان أليف,पालतू जोड़ें,Ajouter un animal de compagnie
baby Foods,Baby Foods,Alimentos para bebés,أطعمة الأطفال,शिशु आहार,Aliments pour bébés
enter Baby Name,Enter Baby Name,Ingrese el nombre del bebé,أدخل اسم الطفل,बच्चे का नाम दर्ज करें,Entrez le nom du bébé
select Gender,Select Gender,Seleccione género,حدد نوع الجنس,लिंग चुनें,Sélectionnez le sexe
enter Baby Food List,"Ex: Eggs, Salmon","Ej: huevos, salmón",على سبيل المثال: البيض ، سمك السلمون,"जैसे: अंडे, सामन","Ex : Oeufs, Saumon"
upload Baby Picture,Upload Baby Picture,Subir una imagen del bebé,تحميل صورة الطفل,बच्चे की तस्वीर अपलोड करें,Télécharger une photo de bébé
select Pet,Select Pet,Mascota seleccionada,حدد حيوان أليف,पालतू जानवर का चयन करें,Sélectionnez un animal de compagnie
pet Type,Pet Type,Tipo de mascota,نوع الحيوانات الأليفة,पालतू जानवर का प्रकार,Type d'animal
enter Pet Breed,Enter Pet Breed,Ingrese la raza de las mascotas,أدخل سلالة الحيوانات الأليفة,पालतू नस्ल दर्ज करें,Entrez la race d'animal de compagnie
enter Pet Foods List,Enter Pet Foods List,Ingrese la lista de alimentos para mascotas,أدخل قائمة أطعمة الحيوانات الأليفة,पालतू पशु आहार सूची दर्ज करें,Entrez dans la liste des aliments pour animaux de compagnie
upload Pet Picture,Upload Pet Picture,Subir una imagen de mascota,تحميل صورة الحيوانات الأليفة,पालतू जानवर का चित्र अपलोड करें,Télécharger une photo d'animal de compagnie
welcome Text,Welcome to Nanny,Bienvenido a la niñera,مرحبا بكم في مربية,नानी का स्वागत है,Bienvenue chez Nounou
service Text,"If you want to get service you can join us by Get Services, or if you want to earn money by providing nannies services you can join us by Become a Nanny","Si desea obtener un servicio, puede unirse a nosotros mediante la obtención de servicios, o si desea ganar dinero al proporcionar servicios de niñeras, puede unirse a nosotros al convertirse en una niñera",إذا كنت ترغب في الحصول على خدمة ، فيمكنك الانضمام إلينا عن طريق الحصول على الخدمات ، أو إذا كنت ترغب في كسب المال من خلال توفير خدمات مربيات ، يمكنك الانضمام إلينا من خلال أن تصبح مربية,"यदि आप सेवा प्राप्त करना चाहते हैं तो आप गेट सर्विसेज द्वारा हमसे जुड़ सकते हैं, या यदि आप नानी सेवाएं प्रदान करके पैसा कमाना चाहते हैं तो आप नानी बनें द्वारा हमसे जुड़ सकते हैं","Si vous souhaitez bénéficier d'un service, vous pouvez nous rejoindre en obtenant des services, ou si vous souhaitez gagner de l'argent en fournissant des services de nounous, vous pouvez nous rejoindre en devenant nounou."
get Services,Get Services,Obtener servicios,الحصول على الخدمات,सेवाएँ प्राप्त करें,Obtenir des services
become Nanny,Become a Nanny,Convertirse en una niñera,تصبح مربية,नानी बनो,Devenez nounou
stripe,Stripe,Raya,شريط,पट्टी,Bande
selecet Time,Select Time,Tiempo de selección,حدد الوقت,समय चुनें,Sélectionnez l'heure
forgot Password Two,Forgot Password,Has olvidado tu contraseña,هل نسيت كلمة السر,पासवर्ड भूल गए,Mot de passe oublié
log Message Cancel,Do you want to cancel request?,¿Quieres cancelar la solicitud?,هل تريد إلغاء الطلب؟,क्या आप अनुरोध रद्द करना चाहते हैं?,Voulez-vous annuler la demande?
pending Msg,Your kyc verification is pending,Tu verificación de KYC está pendiente,التحقق من KYC الخاص بك معلق,आपका केवाईसी सत्यापन लंबित है,Votre vérification kyc est en attente
unverified Kyc,Your kyc is unverified,Tu KYC no es verificado,لم يتم التحقق من KYC الخاص بك,आपका केवाईसी असत्यापित है,Votre kyc n'est pas vérifié
rejected Kyc,Your kyc is verification is rejected,Tu KYC es la verificación es rechazada,تم رفض التحقق من KYC الخاص بك,आपका केवाईसी सत्यापन अस्वीकार कर दिया गया है,Votre kyc est la vérification est rejetée
didn't Get Code,didn't get any code?,¿No obtuvo ningún código?,لم تحصل على أي رمز؟,कोई कोड नहीं मिला?,vous n'avez pas reçu de code ?
dummy Email,sayem@appdevs.net,sayem@appdevs.net,sayem@appdevs.net,saem@appdevs.net,sayem@appdevs.net
welcome Subtitle Text,"If you want to get services you can join us by Get Services, or if you want to earn money by providing nannies services you can join us by Become a nanny.","Si desea obtener servicios, puede unirse a nosotros mediante la obtención de servicios, o si desea ganar dinero al proporcionar servicios de niñeras, puede unirse a nosotros en convertirse en niñera.",إذا كنت ترغب في الحصول على خدمات ، فيمكنك الانضمام إلينا عن طريق الحصول على الخدمات ، أو إذا كنت ترغب في كسب المال من خلال توفير خدمات مربيات ، يمكنك الانضمام إلينا عن طريق أن تصبح مربية.,"यदि आप सेवाएँ प्राप्त करना चाहते हैं तो आप सेवाएँ प्राप्त करके हमसे जुड़ सकते हैं, या यदि आप नानी सेवाएँ प्रदान करके पैसा कमाना चाहते हैं तो आप नानी बनकर हमसे जुड़ सकते हैं।","Si vous souhaitez bénéficier de services, vous pouvez nous rejoindre en cliquant sur Get Services, ou si vous souhaitez gagner de l'argent en fournissant des services de nounous, vous pouvez nous rejoindre en devenant nounou."
